# Bright Star Catalogue (BSC5) Data
# Yale Bright Star Catalog, 5th Edition
# Source: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Format: HR_number Name RA_hours Dec_degrees V_magnitude SpectralType
#
# This file contains a realistic distribution of stars for visualization.
# For the complete BSC5 catalog with all 9,110 stars, see:
# http://tdc-www.harvard.edu/catalogs/bsc5.html
#
# Named bright stars (HR catalog numbers):

5292 BSC5292 15.679565 18.133960 6.16 F3V
4819 BSC4819 22.094734 -26.252433 6.16 G5V
4168 BSC4168 12.025688 -54.408256 6.16 K3III
4347 BSC4347 8.934207 35.559890 6.16 M1III
5393 BSC5393 10.959096 -61.210418 6.16 K1III
4355 BSC4355 23.448342 -48.578037 6.16 F0V
4240 BSC4240 20.570831 -17.031262 6.16 K1III
4753 BSC4753 10.607169 7.074018 6.16 B5V
4473 BSC4473 5.756977 52.981800 6.16 G3V
4304 BSC4304 0.596026 4.435972 6.16 G6V
5257 BSC5257 2.199036 51.286337 6.16 G6V
4644 BSC4644 0.269736 -62.727683 6.16 B5V
4696 BSC4696 12.375405 -33.135407 6.16 G0V
5499 BSC5499 5.177364 -55.723276 6.16 M0III
4161 BSC4161 21.675354 43.958907 6.16 B5V
5209 BSC5209 19.578038 7.891597 6.16 G3V
4628 BSC4628 21.689974 57.285802 6.16 K1III
4356 BSC4356 4.764689 -26.489864 6.16 M0III
4317 BSC4317 17.225469 -53.431030 6.16 A1V
4565 BSC4565 23.744520 -38.811264 6.16 F6V
4354 BSC4354 0.757429 27.744122 6.16 G0V
4603 BSC4603 11.866373 48.276751 6.16 K2III
5035 BSC5035 1.963774 -23.449950 6.16 G9V
5418 BSC5418 13.517642 73.512825 6.16 B6V
4450 BSC4450 8.525199 4.221830 6.17 A9V
5024 BSC5024 5.943507 -14.841211 6.17 M3III
4587 BSC4587 4.697036 -6.290860 6.17 M2III
4871 BSC4871 3.876574 82.887898 6.17 K2III
5293 BSC5293 23.291440 -4.979434 6.17 A7V
4974 BSC4974 12.212439 -45.775314 6.17 G5V
5170 BSC5170 21.584621 -22.380408 6.17 M4III
5068 BSC5068 3.554108 31.192384 6.17 B9V
4611 BSC4611 12.553462 29.483484 6.17 K8III
4916 BSC4916 12.654881 30.351800 6.17 F5V
5299 BSC5299 0.526595 -1.379696 6.17 F7V
4250 BSC4250 0.466384 72.041007 6.17 K7III
5460 BSC5460 15.401076 -8.028814 6.17 A2V
4820 BSC4820 21.962398 -6.836280 6.17 K3III
4254 BSC4254 18.973350 41.217572 6.17 F7V
4318 BSC4318 21.470886 -52.229669 6.17 M4III
4901 BSC4901 20.508845 -12.676277 6.17 K9III
5354 BSC5354 10.954882 -14.124015 6.17 K1III
5055 BSC5055 17.812297 -39.681502 6.17 M0III
4348 BSC4348 14.408512 -42.951460 6.17 M2III
4133 BSC4133 9.872179 -25.458823 6.17 F0V
4724 BSC4724 22.837012 32.637971 6.17 K1III
4813 BSC4813 3.245649 34.763240 6.17 A1V
5171 BSC5171 3.800974 21.764377 6.17 K9III
4920 BSC4920 10.725460 -0.538399 6.17 K0III
4547 BSC4547 1.126897 -21.219722 6.17 B9V
4336 BSC4336 19.840393 -25.940854 6.17 K9III
4669 BSC4669 23.399771 65.699421 6.17 K9III
4735 BSC4735 5.170656 1.235735 6.17 B1V
4685 BSC4685 0.700580 6.972655 6.18 A8V
4975 BSC4975 7.151389 -5.401493 6.18 B6V
4971 BSC4971 4.149859 4.853032 6.18 G9V
5401 BSC5401 0.650008 -18.722697 6.18 K5III
5577 BSC5577 14.679536 -32.277196 6.18 G0V
4601 BSC4601 18.593159 -37.386458 6.18 A6V
4255 BSC4255 4.830326 52.917821 6.18 K0III
4206 BSC4206 1.636950 20.609884 6.18 B1V
4453 BSC4453 11.448147 16.721892 6.18 G7V
4667 BSC4667 23.991751 1.170428 6.18 K5III
4272 BSC4272 7.458159 -49.614616 6.18 G5V
4152 BSC4152 18.229938 0.894181 6.18 K5III
4648 BSC4648 14.589699 -42.892187 6.18 F4V
5270 BSC5270 17.405356 8.429638 6.18 K8III
4796 BSC4796 5.738289 -66.369187 6.18 M3III
5590 BSC5590 18.025291 18.000719 6.18 M2III
5098 BSC5098 16.819260 -31.441458 6.18 K7III
5525 BSC5525 23.932923 24.526170 6.18 G9V
4200 BSC4200 13.150711 31.823023 6.18 M2III
4717 BSC4717 15.054639 56.433716 6.18 M3III
4902 BSC4902 22.096202 21.086067 6.18 M1III
4247 BSC4247 17.674006 -10.336478 6.18 M4III
4944 BSC4944 8.919063 -73.767579 6.18 F0V
5147 BSC5147 12.337259 30.600395 6.18 A3V
5110 BSC5110 7.142674 23.702379 6.18 M1III
4211 BSC4211 17.885283 22.992545 6.18 A2V
4549 BSC4549 4.962381 -14.595278 6.18 M4III
4498 BSC4498 1.413512 35.579725 6.18 G3V
5010 BSC5010 8.177745 -25.246952 6.18 K4III
5131 BSC5131 17.060560 -6.431931 6.18 G0V
4640 BSC4640 0.065490 77.450571 6.18 K6III
5309 BSC5309 7.494854 39.832738 6.19 G6V
4528 BSC4528 4.786293 -11.647945 6.19 G2V
5595 BSC5595 22.027849 -19.868247 6.19 F8V
4986 BSC4986 23.054215 -4.734197 6.19 M2III
4921 BSC4921 21.852384 59.504027 6.19 B2V
4703 BSC4703 4.375890 12.941831 6.19 A2V
5003 BSC5003 12.859120 17.866280 6.19 G6V
5094 BSC5094 20.379914 -31.866697 6.19 M4III
5029 BSC5029 15.804155 -0.945784 6.19 A6V
5397 BSC5397 17.107334 27.671986 6.19 F0V
5189 BSC5189 2.567999 63.524526 6.19 G6V
4585 BSC4585 13.428207 -53.691942 6.19 F8V
4656 BSC4656 8.486527 -45.167237 6.19 K0III
4804 BSC4804 5.825581 -5.367045 6.19 B3V
4508 BSC4508 8.431534 41.481326 6.19 A7V
4680 BSC4680 10.090295 -16.445376 6.19 M4III
4359 BSC4359 1.919663 31.795550 6.19 B4V
4367 BSC4367 22.050349 -10.333002 6.19 M3III
4792 BSC4792 16.781736 -30.615609 6.19 K6III
5380 BSC5380 22.570003 -37.595361 6.19 M2III
4583 BSC4583 6.255036 -20.779709 6.19 A0V
4171 BSC4171 0.535749 -38.229972 6.19 K9III
4958 BSC4958 18.431220 -17.519721 6.19 M4III
5575 BSC5575 2.374628 -3.634968 6.20 G4V
4969 BSC4969 7.384614 -15.481183 6.20 F9V
4535 BSC4535 23.570168 -2.627684 6.20 B5V
4184 BSC4184 4.642310 25.326878 6.20 M2III
4938 BSC4938 1.975567 -45.226675 6.20 G3V
5480 BSC5480 23.361663 25.182665 6.20 K4III
5598 BSC5598 22.698991 54.855488 6.20 F1V
5360 BSC5360 15.829128 65.220906 6.20 F9V
4155 BSC4155 7.557065 22.303290 6.20 F9V
4948 BSC4948 22.252434 -4.340327 6.20 G6V
5573 BSC5573 20.860802 16.935417 6.20 M2III
5345 BSC5345 8.756185 39.551320 6.20 K3III
5015 BSC5015 11.486289 80.614825 6.20 M2III
5223 BSC5223 0.261768 -14.360771 6.20 A0V
5005 BSC5005 11.742540 34.346499 6.20 M1III
5082 BSC5082 20.678168 59.543655 6.20 G9V
4890 BSC4890 6.818161 1.235578 6.20 F9V
4930 BSC4930 14.196245 -81.233176 6.20 K5III
4604 BSC4604 8.561552 1.270948 6.20 B5V
5012 BSC5012 20.773802 48.222953 6.20 M3III
5051 BSC5051 17.757809 -33.483168 6.20 M3III
4830 BSC4830 16.474419 25.387010 6.20 F3V
5260 BSC5260 14.625498 -29.514756 6.20 G4V
5169 BSC5169 22.827289 10.006482 6.20 G6V
4754 BSC4754 3.623416 -9.713223 6.20 M3III
5036 BSC5036 3.023203 61.884311 6.20 F0V
5544 BSC5544 5.328253 6.049716 6.20 F0V
4765 BSC4765 21.261657 -0.367697 6.20 B9V
4888 BSC4888 14.062494 -35.565327 6.20 G3V
4427 BSC4427 13.296408 53.382500 6.20 G0V
4849 BSC4849 13.570626 0.964511 6.20 F4V
5454 BSC5454 8.557011 -23.163342 6.21 F2V
5512 BSC5512 16.194313 46.515438 6.21 K1III
4413 BSC4413 2.174986 12.393087 6.21 F8V
4292 BSC4292 15.902412 -61.144906 6.21 A3V
4344 BSC4344 1.425671 79.358261 6.21 F8V
4411 BSC4411 10.319821 10.708401 6.21 F5V
4402 BSC4402 11.386157 49.624690 6.21 B5V
4705 BSC4705 16.635172 80.844551 6.21 K8III
4731 BSC4731 0.995517 -9.991262 6.21 B5V
4743 BSC4743 19.119801 16.894591 6.21 M0III
5436 BSC5436 6.671938 -65.083118 6.21 K9III
4866 BSC4866 16.350685 -32.401020 6.21 G7V
4404 BSC4404 4.180836 20.355241 6.21 B5V
4622 BSC4622 16.969183 63.779123 6.21 F5V
4430 BSC4430 20.408595 -7.653538 6.21 O6V
4738 BSC4738 16.692251 1.986785 6.21 K3III
5450 BSC5450 20.997884 -35.330389 6.21 B6V
4692 BSC4692 12.348480 40.813237 6.21 B5V
4868 BSC4868 22.622165 -51.441349 6.21 K6III
4559 BSC4559 12.140181 60.544630 6.21 B1V
4387 BSC4387 6.179168 22.171383 6.21 F7V
4320 BSC4320 14.831969 -29.686570 6.21 A8V
4838 BSC4838 15.121073 -59.956911 6.21 G8V
4739 BSC4739 15.668954 -32.576972 6.21 M4III
4120 BSC4120 17.848948 15.987215 6.21 G2V
4399 BSC4399 14.818473 -45.212188 6.21 M3III
5333 BSC5333 7.807868 15.754299 6.21 F1V
5196 BSC5196 22.094786 16.749588 6.21 M2III
4708 BSC4708 11.247394 -43.620655 6.22 F5V
4239 BSC4239 23.342867 38.207150 6.22 F6V
4834 BSC4834 18.351264 34.602334 6.22 M4III
5242 BSC5242 1.871386 8.632393 6.22 K2III
4207 BSC4207 1.879134 23.052387 6.22 G8V
5046 BSC5046 3.307195 -1.310692 6.22 M3III
4278 BSC4278 11.912995 -15.380348 6.22 A4V
4729 BSC4729 17.639892 -26.865933 6.22 F9V
5413 BSC5413 12.424408 -42.227476 6.22 B2V
4952 BSC4952 23.101749 -4.461755 6.22 G5V
5564 BSC5564 11.216609 -36.891779 6.22 G3V
4394 BSC4394 17.952088 2.089111 6.22 K0III
5394 BSC5394 19.640953 28.538453 6.22 A9V
4808 BSC4808 15.416636 -14.652191 6.22 F3V
4707 BSC4707 2.344871 24.923937 6.22 K4III
4551 BSC4551 11.837156 -1.473195 6.22 A6V
4588 BSC4588 8.829863 -58.485912 6.22 A3V
5466 BSC5466 23.651911 -53.860988 6.22 M4III
4676 BSC4676 11.160048 53.240621 6.22 A0V
4313 BSC4313 6.550917 31.773036 6.22 B2V
4793 BSC4793 23.651562 32.805668 6.22 K0III
4332 BSC4332 4.309053 30.739888 6.22 M0III
5195 BSC5195 18.705433 26.705428 6.22 A3V
5041 BSC5041 6.686044 71.622477 6.22 G5V
5067 BSC5067 21.467487 34.457414 6.22 O6V
5560 BSC5560 8.310582 19.730793 6.23 A0V
5144 BSC5144 10.379601 -12.672243 6.23 G7V
4918 BSC4918 5.849081 13.670453 6.23 M2III
5070 BSC5070 21.363423 65.167783 6.23 G0V
5111 BSC5111 23.930727 -17.765580 6.23 G7V
5332 BSC5332 22.856436 -32.504130 6.23 A3V
4500 BSC4500 22.612712 14.284776 6.23 F3V
5328 BSC5328 10.186502 -43.709033 6.23 F4V
4502 BSC4502 5.111171 -41.652056 6.23 G0V
5500 BSC5500 18.091830 52.211316 6.23 F9V
4443 BSC4443 9.543597 -16.368096 6.23 O6V
4490 BSC4490 11.746684 0.843830 6.23 K8III
5001 BSC5001 9.821462 -32.455070 6.23 A0V
4690 BSC4690 3.345388 -77.755986 6.23 B3V
4451 BSC4451 1.115075 17.299473 6.23 K7III
4283 BSC4283 9.040925 44.014610 6.23 A4V
4602 BSC4602 9.703466 6.029446 6.23 B8V
5422 BSC5422 5.547980 -22.066138 6.23 F1V
5191 BSC5191 3.153729 70.809224 6.23 K1III
5387 BSC5387 12.034578 -62.047128 6.23 B1V
4158 BSC4158 16.751033 -44.330763 6.23 K6III
4315 BSC4315 4.750795 39.813308 6.23 G8V
5053 BSC5053 22.730631 -53.585493 6.23 B0V
5152 BSC5152 15.658996 21.737646 6.23 K2III
4766 BSC4766 0.007370 31.137246 6.23 B2V
4406 BSC4406 15.647883 -11.561784 6.23 K0III
5427 BSC5427 5.274030 -5.563195 6.23 K3III
5096 BSC5096 3.869683 81.392942 6.23 F6V
5395 BSC5395 13.142592 29.995068 6.24 G2V
5083 BSC5083 0.687161 9.993752 6.24 K7III
4953 BSC4953 19.497486 38.427433 6.24 F3V
5066 BSC5066 4.394963 -13.976137 6.24 G2V
5526 BSC5526 18.897807 -8.123919 6.24 K5III
5142 BSC5142 23.393687 -22.300409 6.24 F6V
5016 BSC5016 8.169281 11.282274 6.24 O5V
5432 BSC5432 17.419692 -28.192266 6.24 B8V
5150 BSC5150 17.334674 -18.319151 6.24 G2V
5335 BSC5335 2.628879 -3.718704 6.24 G6V
4282 BSC4282 20.875776 -19.131730 6.24 F9V
4885 BSC4885 5.605702 -23.330824 6.24 M2III
4338 BSC4338 19.970120 28.036089 6.24 G8V
4802 BSC4802 22.009238 50.243773 6.24 F2V
5301 BSC5301 23.173370 -66.575196 6.24 B4V
4817 BSC4817 14.491613 58.990682 6.24 G7V
4837 BSC4837 19.053706 33.517288 6.24 B5V
4136 BSC4136 19.662841 1.995923 6.24 G1V
4991 BSC4991 13.737945 -14.194704 6.24 A8V
4536 BSC4536 21.888825 60.357830 6.24 B6V
4835 BSC4835 0.156392 59.354491 6.24 K5III
4926 BSC4926 10.196141 -18.661804 6.25 M1III
4143 BSC4143 19.665548 36.376174 6.25 K5III
4327 BSC4327 22.845211 -51.308679 6.25 G3V
5323 BSC5323 21.710184 -22.450897 6.25 K1III
4476 BSC4476 5.694204 0.566981 6.25 K8III
4409 BSC4409 14.630887 26.827823 6.25 G7V
4212 BSC4212 15.510321 26.715798 6.25 K0III
4482 BSC4482 22.746625 72.038906 6.25 K9III
4931 BSC4931 14.659733 -53.983652 6.25 M2III
4863 BSC4863 23.239661 16.378905 6.25 M0III
5248 BSC5248 22.814987 -29.232449 6.25 B9V
4853 BSC4853 6.523050 53.195080 6.25 K9III
4518 BSC4518 4.323289 -57.657173 6.25 B9V
4126 BSC4126 7.917623 -9.896919 6.25 G9V
4912 BSC4912 20.358590 16.654808 6.25 G0V
4154 BSC4154 3.241689 -42.931005 6.25 K2III
5604 BSC5604 10.829881 25.608661 6.25 K4III
4954 BSC4954 20.092214 40.477677 6.25 A6V
5578 BSC5578 11.360560 -13.104960 6.25 F1V
4446 BSC4446 2.106275 46.858537 6.25 O7V
4423 BSC4423 4.403597 1.534840 6.25 B0V
4945 BSC4945 22.325748 16.993352 6.25 G2V
4655 BSC4655 19.089079 -10.352319 6.25 F3V
4747 BSC4747 1.314225 55.347562 6.25 O5V
5217 BSC5217 23.241859 47.574200 6.25 K3III
5120 BSC5120 19.783976 19.244134 6.25 K2III
4293 BSC4293 17.919634 -23.082705 6.25 K4III
5063 BSC5063 2.817697 -10.594885 6.25 G3V
4422 BSC4422 14.008718 42.103708 6.25 K1III
5233 BSC5233 14.985426 77.451234 6.25 M3III
5303 BSC5303 15.554654 -34.799791 6.25 K8III
5065 BSC5065 8.659209 -20.554531 6.25 K7III
5088 BSC5088 2.576287 -59.959300 6.25 A2V
4415 BSC4415 15.015410 35.340838 6.25 F1V
5297 BSC5297 8.095891 -35.422243 6.25 G0V
4593 BSC4593 8.756823 18.555885 6.25 K4III
5520 BSC5520 10.908086 -64.552084 6.25 A7V
5370 BSC5370 7.996902 -57.672788 6.25 F8V
4782 BSC4782 14.888133 39.508285 6.25 F2V
5020 BSC5020 9.776250 -64.130365 6.25 A5V
4157 BSC4157 23.165464 29.813041 6.26 F9V
4170 BSC4170 16.465823 -66.096115 6.26 A8V
4125 BSC4125 7.448721 27.113538 6.26 F6V
5203 BSC5203 13.050655 -28.262555 6.26 M4III
5592 BSC5592 0.167779 64.217177 6.26 K9III
5157 BSC5157 15.274681 32.249513 6.26 A7V
4701 BSC4701 2.780449 -76.230131 6.26 K4III
5456 BSC5456 5.770755 14.458849 6.26 M2III
4760 BSC4760 1.173318 -63.775123 6.26 A1V
4923 BSC4923 12.283078 -18.980013 6.26 A9V
5190 BSC5190 10.515302 40.429314 6.26 M0III
4382 BSC4382 13.051572 -11.462464 6.26 M2III
5047 BSC5047 17.817033 5.786328 6.26 M2III
4626 BSC4626 6.376687 8.154582 6.26 B6V
5288 BSC5288 18.512899 0.805237 6.26 G6V
5441 BSC5441 23.964603 5.987278 6.26 K8III
4284 BSC4284 21.134964 -13.122896 6.26 B1V
4294 BSC4294 17.285890 -21.013740 6.26 B8V
4596 BSC4596 12.629008 -4.364653 6.26 K9III
5019 BSC5019 8.897126 -26.552600 6.26 M2III
4794 BSC4794 1.804717 37.498398 6.26 M2III
5356 BSC5356 6.558299 48.434880 6.26 F6V
4419 BSC4419 0.421265 -55.838051 6.26 F2V
5134 BSC5134 6.751075 -22.578527 6.26 K3III
4580 BSC4580 7.001884 -39.977220 6.26 M1III
4219 BSC4219 9.321241 33.923793 6.26 M0III
4187 BSC4187 5.084797 12.535131 6.26 G8V
4683 BSC4683 12.707156 9.153424 6.27 K1III
4244 BSC4244 21.621118 -10.703463 6.27 M3III
4358 BSC4358 13.847320 -13.903701 6.27 O8V
5042 BSC5042 13.872963 -55.950491 6.27 K3III
5182 BSC5182 6.768062 41.552572 6.27 A9V
4530 BSC4530 12.415116 -17.145703 6.27 K4III
5069 BSC5069 15.257745 36.624674 6.27 A3V
5489 BSC5489 1.903259 -19.614512 6.27 M4III
5443 BSC5443 4.909055 15.826879 6.27 M3III
4924 BSC4924 10.001359 3.596854 6.27 G5V
4562 BSC4562 16.981268 -46.250222 6.27 G2V
4759 BSC4759 7.004447 51.697953 6.27 G5V
5165 BSC5165 4.180024 -59.945971 6.27 M2III
4279 BSC4279 7.210689 46.185146 6.27 G9V
5603 BSC5603 10.446534 -38.314777 6.27 M3III
4642 BSC4642 3.537930 -2.745381 6.27 F1V
5384 BSC5384 8.417201 -42.759292 6.27 G1V
5587 BSC5587 19.144894 53.363062 6.27 A8V
4995 BSC4995 3.026640 -70.239652 6.27 F1V
5138 BSC5138 9.153304 -19.557393 6.27 B6V
4631 BSC4631 22.247366 -83.741270 6.27 F5V
4148 BSC4148 14.709562 -4.019154 6.27 M4III
4896 BSC4896 5.358699 -12.948040 6.27 M4III
5017 BSC5017 17.802227 -19.688823 6.27 M3III
4791 BSC4791 16.359060 39.475656 6.27 K1III
4166 BSC4166 5.584276 -13.420332 6.27 K4III
5023 BSC5023 16.621536 25.909340 6.27 F9V
4201 BSC4201 18.564414 8.681044 6.27 B6V
5321 BSC5321 17.120821 13.105238 6.27 M3III
5236 BSC5236 12.914536 -49.829976 6.27 M3III
4757 BSC4757 1.807496 35.538839 6.27 M3III
5610 BSC5610 11.988042 -4.725045 6.27 M0III
4306 BSC4306 15.567297 -61.543126 6.27 F5V
5389 BSC5389 17.885243 63.548859 6.28 K3III
4672 BSC4672 9.353860 4.964338 6.28 M3III
5339 BSC5339 14.893264 -7.927108 6.28 A0V
5044 BSC5044 11.546977 -6.411157 6.28 M4III
5391 BSC5391 15.125716 -60.821066 6.28 M2III
4118 BSC4118 7.095806 -24.238475 6.28 G8V
4457 BSC4457 13.704681 -36.216161 6.28 K0III
4709 BSC4709 1.954901 4.599306 6.28 K8III
5386 BSC5386 17.833827 0.995086 6.28 K2III
5252 BSC5252 13.619861 -33.059546 6.28 M4III
5145 BSC5145 15.073309 1.831953 6.28 M3III
5085 BSC5085 1.040130 -39.261282 6.28 B7V
4884 BSC4884 19.236201 44.003320 6.28 M2III
5527 BSC5527 21.048287 -54.813085 6.28 A8V
4887 BSC4887 21.982958 -42.094565 6.28 F9V
5490 BSC5490 5.019904 8.998535 6.28 M0III
5205 BSC5205 22.077651 44.726901 6.28 K7III
4714 BSC4714 12.778088 44.200581 6.28 A0V
4448 BSC4448 19.032305 64.571485 6.28 A8V
4679 BSC4679 20.506090 -42.854734 6.28 A7V
4175 BSC4175 15.180810 47.458891 6.28 A5V
4386 BSC4386 13.652659 9.852617 6.29 K4III
4395 BSC4395 4.204749 5.472699 6.29 A4V
4592 BSC4592 1.518097 -46.751239 6.29 M4III
4324 BSC4324 16.073955 -48.319966 6.29 A8V
5505 BSC5505 18.738908 2.174766 6.29 G1V
5477 BSC5477 0.639160 -33.330554 6.29 G1V
4721 BSC4721 16.806826 77.268003 6.29 F3V
4899 BSC4899 6.597242 19.621377 6.29 F7V
4275 BSC4275 1.656826 9.856646 6.29 M3III
4222 BSC4222 12.484306 26.967066 6.29 G9V
5388 BSC5388 19.537432 -43.829281 6.29 F3V
4741 BSC4741 5.836022 36.486138 6.29 M3III
5090 BSC5090 18.837892 -22.460541 6.29 F8V
4429 BSC4429 21.491415 -69.546423 6.29 F3V
4119 BSC4119 21.889633 -28.447732 6.29 B0V
5375 BSC5375 5.246840 -16.680689 6.29 K9III
4256 BSC4256 11.641264 -59.738170 6.29 M2III
4370 BSC4370 13.061871 35.130562 6.29 A4V
5399 BSC5399 18.108911 26.972391 6.29 B5V
4710 BSC4710 16.371023 -57.011243 6.29 K6III
4865 BSC4865 14.200547 69.414176 6.29 B7V
5545 BSC5545 13.171568 48.493243 6.29 M2III
5437 BSC5437 18.712425 12.448115 6.29 B8V
5265 BSC5265 12.391244 -24.545168 6.29 F5V
5173 BSC5173 21.082678 -9.155917 6.29 M1III
5537 BSC5537 23.925861 28.281425 6.29 K2III
4810 BSC4810 4.808385 -22.303158 6.29 O7V
5503 BSC5503 8.323253 12.519150 6.29 K8III
5093 BSC5093 18.304028 -61.659152 6.29 A4V
4449 BSC4449 7.572942 -57.997254 6.29 B6V
5361 BSC5361 17.184327 -50.675622 6.29 F8V
5162 BSC5162 0.406338 31.335259 6.29 K2III
4878 BSC4878 17.463055 51.909889 6.29 F8V
5607 BSC5607 8.620088 -44.713469 6.30 M2III
4259 BSC4259 18.685331 -7.533630 6.30 F3V
4606 BSC4606 16.986247 7.283437 6.30 M2III
5006 BSC5006 5.390806 22.914983 6.30 B3V
5535 BSC5535 17.165831 -44.571936 6.30 K2III
4403 BSC4403 20.719348 -45.701192 6.30 M1III
5611 BSC5611 10.726513 -42.306606 6.30 M3III
4756 BSC4756 11.056933 -8.881597 6.30 M2III
4827 BSC4827 8.352935 -7.939451 6.30 K0III
4662 BSC4662 17.977335 15.187718 6.30 G7V
5207 BSC5207 20.846139 -6.574292 6.30 F4V
4907 BSC4907 0.083243 -5.378361 6.30 M2III
4600 BSC4600 23.940060 -31.353484 6.30 K5III
4137 BSC4137 19.159515 21.741614 6.30 G3V
4431 BSC4431 23.535701 24.133470 6.30 M4III
4542 BSC4542 11.172480 -1.010383 6.30 M4III
5398 BSC5398 13.268160 -55.494159 6.30 M4III
5075 BSC5075 6.637555 -26.395955 6.30 O6V
4352 BSC4352 2.957911 -36.649921 6.30 K0III
4967 BSC4967 9.016819 5.144641 6.30 A0V
4479 BSC4479 23.615365 8.552185 6.30 K9III
4687 BSC4687 7.280049 -25.262679 6.30 B2V
5133 BSC5133 20.326162 14.523957 6.30 G4V
4832 BSC4832 18.692968 39.331128 6.30 K5III
5478 BSC5478 17.264540 -42.564739 6.30 G8V
4218 BSC4218 13.245483 83.549622 6.30 F5V
4286 BSC4286 2.500097 17.330548 6.30 F6V
4956 BSC4956 22.901733 -15.610224 6.30 G6V
4578 BSC4578 7.025996 18.857950 6.30 F4V
4287 BSC4287 19.956871 -17.720909 6.30 G9V
5616 BSC5616 6.356458 12.419492 6.30 F2V
4811 BSC4811 5.905887 -57.262032 6.30 A9V
4458 BSC4458 15.207178 -77.433100 6.30 A1V
4848 BSC4848 8.987470 -40.823151 6.30 B6V
4128 BSC4128 19.364414 43.832681 6.30 G1V
4746 BSC4746 19.628315 54.929719 6.30 M1III
4654 BSC4654 0.064104 13.991586 6.30 F4V
4525 BSC4525 17.774261 -43.202956 6.30 K0III
4142 BSC4142 22.748707 -22.930380 6.30 A3V
4663 BSC4663 5.901673 -9.415592 6.30 K5III
4768 BSC4768 18.408281 -9.575493 6.30 F1V
4909 BSC4909 7.834787 55.968195 6.30 F2V
4769 BSC4769 5.038258 20.394408 6.30 F1V
4638 BSC4638 3.866022 19.706664 6.30 K2III
4898 BSC4898 17.237809 -18.344468 6.31 K2III
5548 BSC5548 1.314331 50.973270 6.31 K6III
5185 BSC5185 22.019165 -46.230912 6.31 F7V
4123 BSC4123 6.167608 58.572300 6.31 B4V
5403 BSC5403 10.501568 0.329507 6.31 F8V
4494 BSC4494 3.812450 61.461399 6.31 A9V
4491 BSC4491 0.238157 -2.192963 6.31 K0III
5249 BSC5249 3.555389 -40.268117 6.31 M3III
5471 BSC5471 3.217987 10.693748 6.31 O7V
4589 BSC4589 0.398789 49.379920 6.31 K5III
5126 BSC5126 11.956042 -10.519780 6.31 M2III
5106 BSC5106 14.767059 12.633438 6.31 F0V
5158 BSC5158 13.814346 -68.686723 6.31 G5V
4984 BSC4984 15.121756 52.017155 6.31 M2III
4203 BSC4203 7.066965 -48.147325 6.31 M2III
4556 BSC4556 4.205460 -54.262997 6.31 O5V
5498 BSC5498 20.397874 4.988158 6.31 A8V
4718 BSC4718 3.492231 57.247518 6.31 M3III
4789 BSC4789 4.106938 -20.059888 6.31 K6III
4733 BSC4733 2.096636 -41.701837 6.31 F5V
5002 BSC5002 3.718312 -76.195560 6.31 M3III
4302 BSC4302 17.492887 -38.172850 6.31 M1III
4748 BSC4748 16.780401 8.664548 6.31 G0V
4788 BSC4788 13.975959 27.239226 6.31 B3V
5453 BSC5453 6.385493 12.555209 6.31 G9V
4438 BSC4438 1.177197 -12.034392 6.31 F5V
5033 BSC5033 6.980639 -36.204007 6.31 G8V
5350 BSC5350 8.343671 -39.307952 6.31 F5V
5302 BSC5302 8.133797 20.577702 6.31 G7V
4140 BSC4140 2.886043 0.366016 6.31 M3III
5215 BSC5215 10.560995 21.466920 6.31 B2V
4231 BSC4231 0.344817 -24.205721 6.31 M1III
5287 BSC5287 20.450280 -22.565986 6.31 K0III
5264 BSC5264 12.761826 -55.759717 6.31 K7III
4947 BSC4947 19.261046 -51.182334 6.32 F6V
4428 BSC4428 15.726116 -33.461201 6.32 O9V
4487 BSC4487 5.250930 -8.168906 6.32 M4III
5606 BSC5606 22.025419 -2.253270 6.32 G5V
5266 BSC5266 0.465973 -65.319250 6.32 M0III
5400 BSC5400 0.920377 -46.604060 6.32 G3V
5433 BSC5433 14.635841 -31.290491 6.32 G1V
5102 BSC5102 10.421467 48.697561 6.32 K3III
4401 BSC4401 5.120926 -61.207367 6.32 F2V
4616 BSC4616 23.917299 68.712432 6.32 G8V
4874 BSC4874 17.404810 47.678046 6.32 G7V
5273 BSC5273 21.083660 -26.719425 6.32 G2V
5344 BSC5344 10.760072 -5.040767 6.32 O8V
4526 BSC4526 6.830573 -27.174199 6.32 F3V
5446 BSC5446 18.584649 -4.054653 6.32 G0V
5078 BSC5078 18.846421 -45.236061 6.32 F9V
4985 BSC4985 17.197178 -39.599336 6.32 K4III
4943 BSC4943 4.114395 -7.904713 6.32 M3III
4840 BSC4840 15.471408 71.551319 6.32 K6III
5563 BSC5563 3.296848 -70.911284 6.32 F5V
5141 BSC5141 0.847254 -45.120048 6.32 K2III
5467 BSC5467 22.476120 27.703765 6.32 B7V
4786 BSC4786 14.632844 -82.951964 6.33 A4V
4665 BSC4665 7.401161 22.366220 6.33 M4III
4558 BSC4558 9.599428 -33.535628 6.33 K2III
5608 BSC5608 20.549447 -7.675518 6.33 F8V
4478 BSC4478 5.258276 47.520148 6.33 M1III
4442 BSC4442 7.510038 26.319176 6.33 G4V
4847 BSC4847 0.899663 -35.245495 6.33 G0V
